start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2003-06-11 04:00:00,65.2375,50.15,983.455,2003-06-14 04:00:00,73.6,49.2
2003-06-18 08:00:00,61.2188,351.75,984.976,2003-06-19 08:00:00,64.1562,229.8125
2003-06-19 11:00:00,77.2292,275.1875,982.512,2003-06-21 11:00:00,62.5625,301.375
2003-07-17 02:00:00,79.6932,115.5,979.908,2003-07-19 02:00:00,79.7188,115.875
2003-07-24 01:00:00,78.9674,210.7717,980.612,2003-08-04 01:00:00,90.0,359.75
2003-07-29 11:00:00,77.1923,210.1154,976.577,2003-08-03 11:00:00,90.0,287.875
2003-07-31 21:00:00,90.0,191.6667,985.986,2003-08-04 21:00:00,82.6184,185.7237
2003-08-12 03:00:00,73.0833,268.75,983.349,2003-08-14 03:00:00,77.45,271.8
2003-08-23 17:00:00,60.3929,157.9643,979.481,2003-08-25 17:00:00,60.0,174.2105
2003-08-26 00:00:00,61.1667,37.3438,982.445,2003-08-30 00:00:00,67.2708,43.6042
2003-08-30 14:00:00,77.675,72.35,981.542,2003-09-01 14:00:00,66.9688,47.0469
2003-09-02 03:00:00,76.2143,271.4167,974.972,2003-09-07 03:00:00,62.4167,336.4167
2003-09-02 10:00:00,81.0536,165.5,979.688,2003-09-09 10:00:00,76.5,180.0
2003-09-02 23:00:00,86.0,205.75,979.294,2003-09-09 23:00:00,74.3462,218.0962
2003-09-09 11:00:00,60.25,323.75,983.529,2003-09-11 11:00:00,74.3026,204.1974
2003-09-18 06:00:00,67.6944,21.0139,972.854,2003-09-21 06:00:00,76.625,75.0833
2003-09-20 02:00:00,66.0227,333.1591,975.276,2003-09-23 02:00:00,83.3333,357.8333
2003-09-22 19:00:00,83.25,54.05,957.349,2003-09-26 19:00:00,90.0,352.9167
2003-09-24 05:00:00,60.2105,212.1974,981.513,2003-09-27 05:00:00,76.6833,300.9333
2003-09-25 01:00:00,70.2955,297.5,981.737,2003-09-28 01:00:00,87.6667,203.6667
2003-09-25 13:00:00,87.8409,180.0,980.228,2003-09-26 13:00:00,88.1667,180.0
2003-09-25 14:00:00,90.0,254.3,980.377,2003-09-27 14:00:00,87.75,192.875
2003-09-25 22:00:00,83.625,50.125,966.444,2003-09-27 22:00:00,87.0104,133.1667
