start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
1987-07-04 18:00:00,66.25,271.25,988.9208,1987-07-05 10:00:00,66.75,270.0
1987-07-24 15:00:00,61.5,280.0,989.7981,1987-07-24 18:00:00,61.75,280.25
1987-09-03 02:00:00,60.0,191.25,983.9099,1987-09-04 21:00:00,71.0,227.5
1987-09-07 18:00:00,64.25,210.25,989.39453,1987-09-07 21:00:00,66.0,216.0
1987-09-26 10:00:00,60.0,204.25,987.73474,1987-09-27 04:00:00,62.25,208.5
1987-08-01 14:00:00,60.0,13.5,986.5104,1987-08-03 02:00:00,61.75,18.0
1987-08-29 22:00:00,60.75,32.75,982.6355,1987-09-02 06:00:00,66.5,357.5
1987-09-08 17:00:00,60.0,328.75,985.64966,1987-09-10 17:00:00,62.5,350.5
1987-09-11 00:00:00,61.0,13.75,959.82477,1987-09-15 08:00:00,68.75,9.0
1987-09-16 13:00:00,60.0,169.5,988.7039,1987-09-16 21:00:00,60.0,173.75
1987-06-08 03:00:00,60.0,180.25,978.5637,1987-06-10 08:00:00,60.0,183.25
1987-08-04 20:00:00,60.0,191.25,987.64966,1987-08-05 19:00:00,60.25,195.75
1987-06-08 22:00:00,60.0,11.25,986.68555,1987-06-09 18:00:00,62.5,14.0
1987-08-16 18:00:00,60.0,329.5,989.1142,1987-08-17 03:00:00,60.0,331.75
1987-08-31 08:00:00,60.0,336.5,985.4378,1987-08-31 11:00:00,61.0,339.75
1987-09-11 23:00:00,60.0,330.0,985.8732,1987-09-12 05:00:00,61.75,331.5
1987-09-27 14:00:00,63.0,268.75,980.64044,1987-09-28 08:00:00,64.75,282.0
1987-09-23 07:00:00,60.0,60.75,987.11255,1987-09-24 05:00:00,60.0,61.5
