start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
1991-06-01 00:00:00,63.5,236.75,989.99335,1991-06-01 00:00:00,63.5,236.75
1991-06-24 14:00:00,72.0,244.25,984.9341,1991-06-25 22:00:00,69.0,273.75
1991-07-02 11:00:00,81.5,312.5,989.1793,1991-07-02 14:00:00,81.75,314.0
1991-07-31 05:00:00,90.0,257.25,989.39954,1991-07-31 09:00:00,90.0,359.75
1991-08-11 19:00:00,66.25,23.25,988.6072,1991-08-13 05:00:00,60.75,32.75
1991-09-02 06:00:00,90.0,180.0,989.58795,1991-09-02 11:00:00,90.0,180.0
1991-09-30 01:00:00,76.5,129.75,987.6764,1991-09-30 23:00:00,60.0,179.75
1991-06-11 12:00:00,60.0,337.25,987.08923,1991-06-11 23:00:00,60.0,343.0
1991-06-12 14:00:00,60.0,353.5,988.2736,1991-06-13 17:00:00,60.0,359.25
1991-06-15 22:00:00,64.25,22.5,988.03,1991-06-16 08:00:00,63.75,19.25
1991-06-19 01:00:00,60.0,16.0,986.9158,1991-06-21 06:00:00,78.0,30.0
1991-06-22 21:00:00,74.25,62.75,986.5655,1991-06-24 21:00:00,78.75,92.0
1991-07-13 15:00:00,84.25,348.25,989.7114,1991-07-13 19:00:00,83.75,354.75
1991-07-14 07:00:00,88.75,352.0,988.2886,1991-07-14 17:00:00,89.75,309.75
1991-07-25 20:00:00,79.0,247.25,989.216,1991-07-26 03:00:00,79.5,246.75
1991-07-27 21:00:00,76.0,295.75,988.33026,1991-07-28 06:00:00,76.0,296.75
1991-07-31 05:00:00,90.0,246.75,989.39954,1991-07-31 09:00:00,90.0,309.5
1991-07-08 00:00:00,86.0,161.5,989.8632,1991-07-08 00:00:00,86.0,161.5
1991-07-14 10:00:00,90.0,180.0,989.206,1991-07-14 15:00:00,90.0,180.0
1991-07-19 13:00:00,75.5,144.0,985.7481,1991-07-22 03:00:00,73.75,156.5
1991-07-30 13:00:00,85.25,108.0,986.0284,1991-07-31 20:00:00,88.5,71.5
1991-08-02 22:00:00,60.0,77.5,988.5838,1991-08-03 12:00:00,60.0,77.0
1991-08-08 21:00:00,79.0,113.0,989.8732,1991-08-09 03:00:00,81.5,112.25
1991-08-13 10:00:00,82.5,152.5,986.88745,1991-08-14 13:00:00,81.5,160.25
1991-08-25 18:00:00,87.5,180.0,984.7773,1991-08-27 04:00:00,87.25,180.0
1991-06-17 04:00:00,81.0,180.25,985.4529,1991-06-17 08:00:00,82.75,186.5
1991-07-14 10:00:00,90.0,180.25,989.1493,1991-07-14 17:00:00,89.75,259.5
1991-07-31 05:00:00,89.75,203.0,989.39954,1991-07-31 09:00:00,90.0,259.25
1991-08-20 22:00:00,84.0,247.0,986.1451,1991-08-22 00:00:00,86.25,246.5
1991-09-15 13:00:00,88.5,317.25,989.5296,1991-09-15 16:00:00,88.5,319.25
1991-09-20 06:00:00,71.25,268.25,986.7606,1991-09-22 12:00:00,65.75,284.25
1991-06-24 04:00:00,68.0,280.0,987.0642,1991-06-24 13:00:00,69.0,286.75
1991-06-29 12:00:00,79.75,253.5,986.0717,1991-06-30 10:00:00,80.25,271.75
1991-07-14 11:00:00,90.0,221.75,989.206,1991-07-14 15:00:00,90.0,219.0
1991-07-31 04:00:00,89.25,180.25,989.553,1991-07-31 09:00:00,90.0,209.0
1991-08-06 01:00:00,83.0,180.25,987.1443,1991-08-06 15:00:00,78.25,193.75
1991-06-27 00:00:00,70.75,33.5,985.7131,1991-06-28 10:00:00,72.25,30.25
1991-07-03 22:00:00,85.0,39.0,989.1877,1991-07-04 12:00:00,85.0,33.0
1991-08-21 08:00:00,74.0,67.25,988.1067,1991-08-21 21:00:00,74.25,63.25
1991-08-24 06:00:00,82.0,78.75,987.8215,1991-08-24 21:00:00,82.5,82.0
1991-08-28 23:00:00,86.25,67.75,984.8207,1991-08-29 07:00:00,87.0,91.0
1991-07-14 11:00:00,90.0,180.25,989.206,1991-07-14 14:00:00,90.0,193.5
1991-09-02 06:00:00,90.0,185.0,989.58795,1991-09-02 11:00:00,90.0,218.25
1991-09-26 17:00:00,60.0,211.0,989.99335,1991-09-26 18:00:00,60.0,210.75
1991-07-19 10:00:00,71.75,115.75,989.4228,1991-07-19 13:00:00,72.0,119.25
1991-07-31 04:00:00,89.5,180.0,989.39954,1991-07-31 09:00:00,90.0,180.0
1991-08-05 06:00:00,76.0,175.5,987.41455,1991-08-06 01:00:00,83.75,179.75
1991-08-23 13:00:00,69.0,313.5,989.84985,1991-08-23 13:00:00,68.75,314.0
1991-08-28 18:00:00,87.5,180.25,984.7223,1991-08-28 19:00:00,90.0,199.75
1991-09-01 09:00:00,89.0,180.25,986.59045,1991-09-01 14:00:00,90.0,184.75
1991-09-02 06:00:00,90.0,180.25,989.77814,1991-09-02 07:00:00,90.0,188.5
